06-03-2017_11-28-49
Run[#],TestType[test.f],Files[#],TotalSize[MB],TotalOps[#],Throughput[ops/s],Latency[ms/op]
3,adjust_webserver.f,50000,390.625MB,48924947,815360.366,0.2
4,adjust_webserver.f,50000,781.250MB,48061121,800958.184,0.2
4,adjust_webserver.f,50000,781.250MB,48134348,802183.114,0.2
4,adjust_webserver.f,50000,781.250MB,48021204,800292.018,0.2
4,adjust_webserver.f,50000,781.250MB,46490976,774788.908,0.2
4,adjust_webserver.f,50000,781.250MB,45418890,756922.990,0.2
5,adjust_webserver.f,50000,1562.500MB,41567610,692739.686,0.2
5,adjust_webserver.f,50000,1562.500MB,41632395,693820.601,0.2
5,adjust_webserver.f,50000,1562.500MB,41802189,696652.527,0.2
5,adjust_webserver.f,50000,1562.500MB,37736371,628892.392,0.2
5,adjust_webserver.f,50000,1562.500MB,35894208,598192.873,0.2
6,adjust_webserver.f,50000,3125.000MB,27752809,462510.471,0.3
6,adjust_webserver.f,50000,3125.000MB,25713448,428507.810,0.3
6,adjust_webserver.f,50000,3125.000MB,26445223,440720.486,0.3
6,adjust_webserver.f,50000,3125.000MB,26500629,441641.958,0.3
6,adjust_webserver.f,50000,3125.000MB,27169807,452796.300,0.3
7,adjust_webserver.f,50000,6250.000MB,14088720,234780.414,0.7
7,adjust_webserver.f,50000,6250.000MB,14559540,242596.762,0.6
7,adjust_webserver.f,50000,6250.000MB,13566893,226073.730,0.7
7,adjust_webserver.f,50000,6250.000MB,14078475,234613.851,0.7
7,adjust_webserver.f,50000,6250.000MB,13854946,230870.839,0.7
0,adjust_varmail.f,50000,48.828MB,56652,944.105,54.9
0,adjust_varmail.f,50000,48.828MB,54732,912.098,56.9
0,adjust_varmail.f,50000,48.828MB,59598,993.194,52.2
0,adjust_varmail.f,50000,48.828MB,61124,1018.624,51.0
0,adjust_varmail.f,50000,48.828MB,56159,935.888,55.4
1,adjust_varmail.f,50000,97.656MB,58277,971.178,53.4
1,adjust_varmail.f,50000,97.656MB,56995,949.810,54.6
1,adjust_varmail.f,50000,97.656MB,58350,972.403,53.4
1,adjust_varmail.f,50000,97.656MB,61776,1029.492,50.4
1,adjust_varmail.f,50000,97.656MB,57131,952.086,54.5
2,adjust_varmail.f,50000,195.312MB,61489,1024.713,50.6
2,adjust_varmail.f,50000,195.312MB,62247,1037.340,50.0
2,adjust_varmail.f,50000,195.312MB,62513,1041.773,49.8
2,adjust_varmail.f,50000,195.312MB,71176,1186.162,43.8
2,adjust_varmail.f,50000,195.312MB,65339,1088.879,47.7
3,adjust_varmail.f,50000,390.625MB,63668,1061.032,48.9
3,adjust_varmail.f,50000,390.625MB,65180,1086.214,47.8
3,adjust_varmail.f,50000,390.625MB,62654,1044.119,49.7
3,adjust_varmail.f,50000,390.625MB,66805,1113.296,46.6
3,adjust_varmail.f,50000,390.625MB,63961,1065.916,48.7
4,adjust_varmail.f,50000,781.250MB,62723,1045.271,49.7
4,adjust_varmail.f,50000,781.250MB,67926,1131.983,45.9
4,adjust_varmail.f,50000,781.250MB,58186,969.666,53.5
4,adjust_varmail.f,50000,781.250MB,64396,1073.154,48.4
4,adjust_varmail.f,50000,781.250MB,64972,1082.755,47.9
5,adjust_varmail.f,50000,1562.500MB,53495,891.487,58.2
5,adjust_varmail.f,50000,1562.500MB,53076,884.508,58.7
5,adjust_varmail.f,50000,1562.500MB,53459,890.889,58.3
5,adjust_varmail.f,50000,1562.500MB,56369,939.380,55.2
5,adjust_varmail.f,50000,1562.500MB,50035,833.823,62.2
6,adjust_varmail.f,50000,3125.000MB,39641,660.604,78.5
6,adjust_varmail.f,50000,3125.000MB,38809,646.743,80.2
6,adjust_varmail.f,50000,3125.000MB,37905,631.678,82.1
6,adjust_varmail.f,50000,3125.000MB,38151,635.782,81.7
6,adjust_varmail.f,50000,3125.000MB,33760,562.597,92.2
7,adjust_varmail.f,50000,6250.000MB,37269,621.076,83.5
7,adjust_varmail.f,50000,6250.000MB,34877,581.217,89.3
7,adjust_varmail.f,50000,6250.000MB,34599,576.588,90.1
7,adjust_varmail.f,50000,6250.000MB,35448,590.729,87.9
7,adjust_varmail.f,50000,6250.000MB,35619,593.585,87.4
06-03-2017_13-45-16
