06-06-2017_18-08-41
Run[#],TestType[test.f],Files[#],TotalSize[MB],TotalOps[#],Throughput[ops/s],Latency[ms/op]
0,adjust_webserver.f,50000,1562.500MB,155,2.380,2167.7
0,adjust_webserver.f,50000,1562.500MB,,,
