05-15-2017_17-05-47
Run[#],TestType[test.f],Files[#],TotalSize[MB],TotalOps[#],Throughput[ops/s],Latency[ms/op]
0,my_fileserver.f,50000,3125.000MB,466715,7777.079,19.2
0,my_webserver.f,50000,781.250MB,3928498,65466.473,4.2
0,my_varmail.f,50000,1562.500MB,47787,796.324,65.2
05-15-2017_17-09-40
